base_word,rhyme_candidate,score
rapy,kasjopy,0.45
szczapy,krępy,0.5
szczapy,gonioskopy,0.4
szkapy,nipy,0.5
szkapy,flipy,0.5
alpy,rampy,0.5
alpy,neotypy,0.4
happy,krępy,0.5
happy,żelazostopy,0.35
knajpy,genotypy,0.4
knajpy,maszopy,0.45
lampy,pikapy,0.45
lampy,kanopy,0.45
rampy,klupy,0.5
rampy,ekipy,0.45
skalpy,polipy,0.45
skalpy,bioskopy,0.45
skarpy,telesklepy,0.4
skarpy,skopy,0.5
zaspy,cukroskopy,0.4
zaspy,clipy,0.5
aby,bilansowaliby,0.3
aby,macaliby,0.4
bramy,odejmowalibyśmy,0.25
bramy,daktylogramy,0.85
czasy,ociosy,0.45
czasy,archalaksy,0.4
cie,rozwidnialiście,0.8
cie,fałdujcie,0.9
brnie,awiomarinie,0.8
brnie,gorliczanie,0.85
chce,elektryzujące,0.75
chce,więżące,0.9
che,liche,0.95
che,scotche,0.95
die,tachikardie,0.85
die,desmidie,0.9
dmie,ekonomizmie,0.8
dmie,klemie,0.95
drgnie,rozromansowanie,0.75
drgnie,termobetonie,0.8
drze,genialniejsze,0.85
drze,mansjonariusze,0.8
dwie,chorążostwie,0.85
dwie,ambasadorowie,0.75
gdzie,cosinusoidzie,0.75
gdzie,driadzie,0.95
gie,chirurgie,0.9
gie,makroreologie,0.75
gnie,asfaltobetonie,0.75
gnie,nornie,0.95
grze,tepedowcze,0.85
grze,chyższe,0.95
je,animizacje,0.8
je,tapiruje,0.85
kie,czarniusieńkie,0.85
kie,jutlandzkie,0.9
klnie,gitanie,0.9
klnie,główszczyźnie,0.9
krze,dynarze,0.9
krze,żołnierze,0.9
lgnie,kaligrafowanie,0.75
lgnie,trychomycynie,0.8
me,tożsame,0.9
me,assieme,0.9
mgle,makromodele,0.8
mgle,gogle,0.95
zajazdu,trzeciorzędu,0.45
zajazdu,hebdu,0.45
asfaltu,asumptu,0.5
asfaltu,kiltu,0.55
awansu,pampasu,0.5
awansu,bambusu,0.5
handlarsku,tanorektyku,0.4
handlarsku,tczewsku,0.52
jarmarku,krymsku,0.45
jarmarku,goszczanowsku,0.45
latawcu,uwłaszczeniowcu,0.53
latawcu,trójmasztowcu,0.57
sarkazmu,jonizującemu,0.35
sarkazmu,trąbeckiemu,0.45
zanadrzu,folarzu,0.6
zanadrzu,rycerzu,0.6
ataku,hemofilityku,0.35
ataku,tyłeczku,0.5
badaniu,brawurowaniu,0.57
badaniu,skartelizowaniu,0.52
bagażu,fiksażu,0.67
bagażu,wydrożu,0.5
barchanu,bramofonu,0.45
barchanu,wapnamonu,0.45
czapraku,języczniku,0.45
czapraku,biebrzańsku,0.5
dramatu,ekranolotu,0.4
dramatu,apletu,0.5
gadaniu,taszczeniu,0.5
gadaniu,digitalizowaniu,0.47
galmanu,hydroksyketonu,0.35
galmanu,cyklaminianu,0.53
garażu,witrażu,0.83
garażu,bryżu,0.45
harfiarzu,taśmiarzu,0.75
harfiarzu,okazu,0.5
kajaku,śpiewacku,0.5
kajaku,iwanisku,0.45
kasztanu,splinu,0.45
kasztanu,makroregionu,0.4
jednonogi,fadingi,0.45
jednonogi,łoczygi,0.45
nekrologi,raftingi,0.45
nekrologi,tyreologi,0.7
prędkonogi,dragi,0.4
prędkonogi,homebankingi,0.45
demonowi,katastrofizmowi,0.5
demonowi,kalcytowi,0.6
jednooki,liki,0.4
jednooki,okrzyki,0.45
melchiorowi,optoizolatorowi,0.51
melchiorowi,antyeksportowi,0.47
niepokoi,cieszyński,0.45
niepokoi,łubieński,0.45
przechodniowi,hirsutyzmowi,0.52
przechodniowi,legendziarzowi,0.52
uspokoi,miłostki,0.45
uspokoi,uciski,0.45
rynsztokowi,aktynonowi,0.51
rynsztokowi,trampkarzowi,0.56
synowcowi,cobowi,0.53
synowcowi,aszramowi,0.58
oswobodzi,zabrudzi,0.52
oswobodzi,wyrodzi,0.59
monotonii,hiperastenii,0.45
monotonii,elektrofonii,0.55
Krakowowi,chlewkowi,0.55
Krakowowi,ujścianinowi,0.55
narodowi,włamowi,0.55
narodowi,garamondowi,0.65
zadowoli,baletowali,0.45
zadowoli,hermetyzowali,0.4
zaspokoi,ultradźwięki,0.5
zaspokoi,guńki,0.4
bezrobotni,gilotynowani,0.4
bezrobotni,omszeni,0.45
czerwoności,umieralności,0.66
czerwoności,płoci,0.4
ekonomii,hydrogamii,0.5
ekonomii,hydraemii,0.5
jaskółkach,augmentacjach,0.52
jaskółkach,magnetosferach,0.47
zaułkach,guanakach,0.6
zaułkach,fukozach,0.55
przytułkach,esidrexach,0.53
przytułkach,leningradkach,0.62
rzeczułkach,minesingerach,0.47
rzeczułkach,ropach,0.52
kółkach,cytokinach,0.53
kółkach,świniaczkach,0.7
półkach,butlonosach,0.53
półkach,bajkopisarkach,0.6
ach,etylowanilinach,0.7
ach,cyjanianach,0.85
bach,łysinkach,0.9
bach,kresach,0.95
brwiach,statystowaniach,0.8
brwiach,immunizowaniach,0.75
bzach,glukozaminach,0.8
bzach,hartlejach,0.9
ciach,glikozuriach,0.85
ciach,afrontowaniach,0.8
dach,brzankach,0.95
dach,lamowarkach,0.85
dniach,telewidowniach,0.8
dniach,alternowaniach,0.8
drzwiach,gwintowaniach,0.85
drzwiach,rozśmieszaniach,0.85
fach,jonitach,0.9
fach,alkidalach,0.85
gach,burmistrzankach,0.85
gach,mrówkojadkach,0.85
gmach,tropicielkach,0.85
gmach,akredytywach,0.8
grach,mikrokosmosach,0.8
grach,łobzowiankach,0.85
lach,gałeczkach,0.9
lach,turbinkach,0.9
mach,megalozaurach,0.8
mach,butylach,0.9
oszukani,katamnestyczni,0.45
oszukani,endotermiczni,0.45
zadufani,nadarzeni,0.5
zadufani,frankensteini,0.45
wychuchani,chlebni,0.4
wychuchani,muzeograficzni,0.4
kulturalni,maskulinizowani,0.35
kulturalni,czteroramienni,0.45
monstrualni,zaanimowani,0.4
monstrualni,gani,0.4
neutralni,mamuni,0.5
neutralni,deuteronomiczni,0.35
uczuciami,aglutynacyjnymi,0.35
uczuciami,cwikierami,0.57
dopuszczali,epizowali,0.51
dopuszczali,dokradli,0.45
kolumnami,tawlinami,0.67
kolumnami,toplesami,0.58
komórkami,kompandującymi,0.4
komórkami,reprodukowanymi,0.35
oburzali,jędrnieli,0.45
oburzali,flambirowali,0.53
odczuwali,pytali,0.52
odczuwali,fyrnęli,0.45
okruchami,ateuszkami,0.58
okruchami,głosowanymi,0.45
opuszczali,automobili,0.45
opuszczali,dekompresowali,0.46
oszukali,cyrklowali,0.58
oszukali,ogoli,0.45
piorunami,adiantowatymi,0.4
piorunami,dymi,0.4
poduszkami,ciężarowniami,0.52
poduszkami,harpaganami,0.52
skorupami,fatalistycznymi,0.4
skorupami,sztukatorstwami,0.55
łańcuchami,faszyzującymi,0.4
łańcuchami,dagerotypowymi,0.35
garnuszkami,mrokami,0.57
garnuszkami,knypami,0.51
koniokradach,umywaleczkach,0.51
koniokradach,chaptagajach,0.56
polowaniach,motogaleriach,0.52
polowaniach,ironiach,0.59
stosowaniach,keratometriach,0.52
stosowaniach,mikrografiach,0.57
rusztowaniach,galeryjnościach,0.51
rusztowaniach,śpiżarniach,0.56
skrzyżowaniach,autotomiach,0.57
skrzyżowaniach,nachłeptaniach,0.71
fotografiach,lazaniach,0.51
fotografiach,utrwaleniach,0.56
czekoladkach,cytronelach,0.56
czekoladkach,gazogipsach,0.56
dekoracjach,treskach,0.46
dekoracjach,jednopłatowcach,0.51
niedostatkach,parasolnictwach,0.5
niedostatkach,trzęsionkach,0.55
eskapadach,cieszanowianach,0.51
eskapadach,jerach,0.46
maskaradach,jajcarzach,0.51
maskaradach,tartinkach,0.51
rozważaniach,paczkowniach,0.57
rozważaniach,thalasemiach,0.56
balustradach,upałach,0.51
balustradach,trasantach,0.51
ilustracjach,meteoropatkach,0.45
ilustracjach,cinkciarach,0.5
okularach,racławiczankach,0.52
okularach,śródbłonkach,0.52
barykadach,trzymadełkach,0.57
barykadach,heliosferach,0.57
korytarzach,łęcinach,0.51
korytarzach,ilustratorach,0.51
oceanach,agadirczykach,0.53
oceanach,bolcach,0.48
poematach,dratwach,0.48
poematach,kadzidłowcach,0.58
aspiracjach,egotystach,0.56
aspiracjach,żywotnikowcach,0.51
przyległa,ujaiła,0.45
przyległa,zżyła,0.45
wyległa,równouprawniała,0.35
wyległa,osrała,0.5
wyrzekła,cięła,0.45
wyrzekła,odkasła,0.5
przybiegła,rozpróżniaczyła,0.4
przybiegła,utaplała,0.45
wybiegła,lumpowała,0.45
wybiegła,grzechotała,0.45
uciekła,zaadiustowała,0.35
uciekła,obsyła,0.5
uległa,bonowała,0.45
uległa,ręczyła,0.5
ubiegła,jagniła,0.5
ubiegła,ugadywała,0.4
upiekła,żegnała,0.5
upiekła,bredziła,0.5
przebiegła,odmyła,0.5
przebiegła,margrabiowała,0.4
dostrzegła,mogoła,0.5
dostrzegła,głasnęła,0.5
obeszła,ukontentowała,0.35
obeszła,tańcowadła,0.45
oblekła,odstała,0.5
oblekła,cedzidła,0.5
odeszła,utleniła,0.45
odeszła,wpiła,0.45
odległa,rozbiła,0.5
odległa,mamlała,0.5
odrzekła,obejrzała,0.45
odrzekła,ciągła,0.45
orzekła,klękła,0.55
orzekła,apostoła,0.45
pociekła,deemulgowała,0.35
pociekła,dumała,0.5
podeszła,garbowała,0.45
podeszła,liniała,0.5
rozeszła,twardniała,0.5
rozeszła,babiała,0.5
magazynie,śmiecenie,0.45
magazynie,glicynie,0.55
mandarynie,abszytowanie,0.45
mandarynie,ujedzenie,0.5
rozmarynie,dospanie,0.45
rozmarynie,antyestetycznie,0.4
meluzynie,łupienie,0.45
meluzynie,cewiarnie,0.45
medycynie,trzebienie,0.45
medycynie,tioalkoholanie,0.4
pelerynie,kakofonie,0.5
pelerynie,nabuńczuczenie,0.45
pajęczynie,dymisjonowanie,0.4
pajęczynie,hellertionie,0.5
oficynie,palmitynie,0.6
oficynie,ewinkowanie,0.45
dramatycznie,unaturalnianie,0.4
dramatycznie,fonograficznie,0.59
fantastycznie,bordowienie,0.5
fantastycznie,tyrkotanie,0.5
fantazyjnie,antykorozyjnie,0.61
fantazyjnie,chytrzenie,0.45
flegmatycznie,lipszczaninie,0.5
flegmatycznie,zacznie,0.53
makabrycznie,młócenie,0.45
makabrycznie,wolenie,0.45
okazyjnie,tlenownie,0.45
okazyjnie,inferencyjnie,0.62
relatywnie,kuchmistrzynie,0.5
relatywnie,filigranie,0.5
sensacyjnie,unieruchamianie,0.4
sensacyjnie,grunwaldzianie,0.5
spazmatycznie,garowanie,0.5
spazmatycznie,interfoliowanie,0.4
sporadycznie,zaakcentowanie,0.4
sporadycznie,estryfikowanie,0.4
sympatycznie,torunianie,0.5
sympatycznie,lekkośrednie,0.5
chaotycznie,arcydziwnie,0.5
chaotycznie,geologicznie,0.62
byś,ukształtowałbyś,0.8
byś,usensowniłabyś,0.75
czyś,zabluźniłbyś,0.85
czyś,skrnąbrniałabyś,0.85
gdyś,mityzowałbyś,0.8
gdyś,nacechowałbyś,0.8
Krzyś,udziwniałabyś,0.8
Krzyś,rozczłonowałbyś,0.8
tyś,iluminowałbyś,0.75
tyś,buzerowałabyś,0.75
miałabyś,uwadniałabyś,0.9
miałabyś,cieniściałabyś,0.9
mogłabyś,pałętałabyś,0.7
mogłabyś,tuczyłbyś,0.6
poszłabyś,śpiewałabyś,0.7
poszłabyś,maniłbyś,0.58
byłabyś,katalogowałabyś,0.68
byłabyś,ciepałabyś,0.82
wyszłabyś,radliłbyś,0.58
wyszłabyś,objaśniałabyś,0.65
weszłabyś,rozszczelniłbyś,0.53
weszłabyś,odfenolowałabyś,0.55
poznałabyś,uświetniłbyś,0.57
poznałabyś,ukułabyś,0.71
zechciałabyś,trzymałabyś,0.75
zechciałabyś,obgadywałbyś,0.51
ślęczałabyś,mentorowałbyś,0.52
ślęczałabyś,obsznurowałabyś,0.69
uwierzyłabyś,ucieszyłbyś,0.5
uwierzyłabyś,rzekłbyś,0.4
zobaczyłabyś,gmerałabyś,0.62
zobaczyłabyś,tyłabyś,0.62
potrafiłabyś,jeżelibyś,0.51
potrafiłabyś,lumpowałabyś,0.67
zarobiłabyś,ubielałabyś,0.69
zarobiłabyś,raportowałabyś,0.64
bzy,uciszy,0.9
bzy,monterzy,0.9
czy,afrykanerzy,0.8
czy,konkwistadorzy,0.8
mi,rawiczankami,0.8
mi,momentometrami,0.75
brwi,entropowi,0.85
brwi,teorematowi,0.75
brzmi,śnieciowcami,0.85
brzmi,cenzorskimi,0.85
bździ,brązoworudzi,0.8
bździ,urodzai,0.85
ci,amorficzności,0.8
ci,ismailici,0.8
cni,elidowani,0.8
cni,intuitywni,0.8
czci,litaurzyści,0.85
czci,ciulowaci,0.85
ćmi,sadlineckimi,0.8
ćmi,bożodajniami,0.8
di,kadi,0.95
di,faradai,0.85
dni,multipleksowani,0.75
dni,egzoteryczni,0.8
drwi,etażowi,0.85
drwi,emoticonowi,0.75
drzwi,decymetrowi,0.8
drzwi,herbartyzmowi,0.8
grzmi,swawolniejszymi,0.8
grzmi,światlejszymi,0.85
hi,tamagotchi,0.85
hi,phi,1.0
ki,wagonówki,0.85
ki,waszmościanki,0.85
kpi,czepi,0.95
kpi,rzepi,0.95
krwi,brauningowi,0.85
krwi,chimeryzmowi,0.8
li,chromoli,0.9
li,utrupiali,0.85
lśni,gruszkowani,0.85
lśni,apsydalni,0.85
afisze,smudze,0.45
afisze,butelkowcze,0.45
habicie,gliwieliście,0.45
habicie,hajtnięcie,0.5
maile,acydofile,0.65
maile,sille,0.45
nabite,mate,0.45
nabite,jaszczurkowate,0.4
prawdziwe,hipertekstowe,0.4
prawdziwe,iluosobowe,0.35
sadzicie,bobrujcie,0.5
sadzicie,rozćwierkotacie,0.4
straszliwe,świadomościowe,0.4
straszliwe,hedgingowe,0.45
tablice,ciastkarce,0.5
tablice,łuszczarce,0.5
transmisje,maracuje,0.45
transmisje,teoretyzuje,0.35
wrażliwe,flanelkowe,0.45
wrażliwe,trójwęglowe,0.45
zabicie,dysocjowaliście,0.35
zabicie,antypaście,0.45
zacisze,efekciarze,0.45
zacisze,modernizatorze,0.35
granice,listwujące,0.45
granice,piętce,0.45
panice,krzywce,0.45
panice,fedrujące,0.45
pannice,kapince,0.5
pannice,łuskające,0.45
babinie,rehabilitowanie,0.3
babinie,lyszczanie,0.5
grabinie,frunie,0.45
grabinie,ciechanowczanie,0.4
jaskinie,cappuccinie,0.57
jaskinie,arcydziwnie,0.45
kalinie,paignionie,0.45
kalinie,tubokurarynie,0.35
krainie,anabiotycznie,0.4
krainie,nachylenie,0.45
zbirów,salicylów,0.4
zbirów,acenolów,0.4
biczów,loncików,0.45
biczów,cytrynków,0.45
cisów,łojotoków,0.4
cisów,bioskopów,0.45
dzików,toruńczyków,0.65
dzików,duglasów,0.45
dziwów,aorystów,0.4
dziwów,braunmilerytów,0.35
dżinów,ampeksów,0.45
dżinów,esbowców,0.45
kwitów,kundlów,0.5
kwitów,kapotów,0.7
litów,falsyfikatów,0.6
litów,telefonistów,0.6
mitów,fullerenów,0.4
mitów,takelunków,0.4
szkiców,anulusów,0.4
szkiców,zadów,0.5
widzów,biczów,0.67
widzów,hopkalitów,0.4
wisów,paców,0.5
wisów,fermerów,0.45
mnichów,rekinów,0.45
mnichów,czystopisów,0.4
kijów,fluorenów,0.4
kijów,liśćców,0.5
świdrów,buffonistów,0.4
świdrów,chacharów,0.62
wichrów,teków,0.5
wichrów,niuchów,0.5
Dicków,firmamentów,0.4
Dicków,junatów,0.45
drinków,higrogramów,0.4
drinków,taterników,0.57
figlów,feretronów,0.4
figlów,decymetrów,0.4
filmów,antropologizmów,0.47
filmów,agrochemików,0.35
księgarnie,felonie,0.5
księgarnie,gamogenie,0.45
rękawie,hetmanowie,0.45
rękawie,aksjologowie,0.4
gęsiarce,czernice,0.5
gęsiarce,kaliningradce,0.4
piętnaście,ukwasicie,0.45
piętnaście,rozpryskałyście,0.48
spędzanie,kuzynie,0.5
spędzanie,chomikowanie,0.53
spętanie,śniadaniowanie,0.57
spętanie,strupieszczenie,0.45
szczękanie,bladnie,0.45
szczękanie,iloczynie,0.45
lękacie,odczłowieczycie,0.4
lękacie,sztaplowaliście,0.4
nędzarze,zorze,0.55
nędzarze,kiprze,0.55
pękate,utyte,0.5
pękate,żyworodkowate,0.52
sękate,wyparte,0.5
sękate,wymięte,0.5
skręcane,tasowane,0.62
skręcane,demobilizowane,0.47
trębacze,kwagdze,0.45
trębacze,gapowicze,0.57
zębate,żabowate,0.62
zębate,cycate,0.67
znękane,cylindryczne,0.45
znękane,klientystyczne,0.45
bezkarnie,chrzanienie,0.5
bezkarnie,hojnie,0.45
przepadnie,barwenie,0.5
przepadnie,hydratyzowanie,0.35
przesadnie,jadanie,0.5
przesadnie,etiologicznie,0.4
specjalnie,dousznie,0.5
specjalnie,trampolinie,0.45
uważnie,awansowanie,0.4
uważnie,samookreślenie,0.35
szczerozłotym,gruzłowaciałbym,0.45
szczerozłotym,kauteryzującym,0.4
kryształowym,chlebnym,0.4
kryształowym,świątobliwszym,0.5
przemysłowym,zadym,0.4
przemysłowym,jednolampowym,0.59
stołowym,ścierpianym,0.5
stołowym,grasejowałbym,0.4
skrzydłowym,paleozoicznym,0.35
skrzydłowym,nacierającym,0.4
dosłownym,chuchałabym,0.45
dosłownym,grejpfrutowym,0.45
rozgłośnym,ablacyjnym,0.52
rozgłośnym,głuchłabym,0.5
najmłodszym,tajałbym,0.5
najmłodszym,bojkotowałabym,0.35
najsłodszym,kataleptycznym,0.4
najsłodszym,cyfrowym,0.5
żałobnym,miedzianoskórym,0.4
żałobnym,obluzowywałbym,0.35
