base_word,rhyme_candidate,score
kabi,kontrargumentu,0
kabz,sznaps,1
kabz,as,1
kabz,kagańcowych,0
kabz,kukło,0
kaca,baca,1
kaca,caca,1
kaca,kazanki,0
kaca,kabalistykom,0
kace,face,1
kace,grace,1
kace,kaliber,0
kace,konceptualistą,0
kaci,braci,1
kaci,gaci,1
kaci,krużki,0
kaci,knedlik,0
kacu,placu,1
kacu,garncu,1
kacu,klinowałybyście,0
kacu,kajakowałby,0
kadi,adi,1
kadi,braci,1
kadi,kafirami,0
kadi,kaprolaktamach,0
kadm,am,1
kadm,bam,1
kadm,kalcynowałaś,0
kadm,kalibromierzom,0
kadr,wiatr,1
kadr,bar,1
kadr,kuffem,0
kadr,kancjonarzowi,0
kadź,snadź,1
kadź,wsadź,1
kadź,każolowalibyśmy,0
kadź,kopania,0
kaem,hm,1
kaem,batem,1
kaem,klasycystyczny,0
kaem,kryminalnościom,0
kaes,frazes,1
kaes,tabes,1
kaes,kodeinę,0
kaes,kaleczących,0
kagu,tangu,1
kagu,targu,1
kagu,kasetom,0
kagu,kolportowałyśmy,0
kaid,Dawid,1
kaid,grafit,1
kaid,kopernikanisty,0
kaid,konspir,0
kaik,balik,1
kaik,grafik,1
kaik,kajprowych,0
kaik,kaczawskiemu,0
kaja,aja,1
kaja,faja,1
kaja,kupujże,0
kaja,keglów,0
kaki,draki,1
kaki,flaki,1
kaki,kalabryjsku,0
kaki,kumotrz,0
kala,ala,1
kala,bala,1
kala,kuplerowałyśmy,0
kala,kenozą,0
kalą,chwalą,1
kalą,dalą,1
kalą,kani,0
kalą,koloni,0
kale,ale,1
kale,bale,1
kale,kilowoltomierz,0
kale,kobuzia,0
kalę,chwalę,1
kalę,falę,1
kalę,korzy,0
kalę,koprodukowałem,0
kali,Ali,1
kali,bali,1
kali,klaksonowaliby,0
kali,kalcyfikacje,0
kalk,alg,1
kalk,talk,1
kalk,krwistordzawej,0
kalk,kadrowych,0
kall,all,1
kall,call,1
kall,kopcili,0
kall,kontrybutorami,0
kalo,halo,1
kalo,lalo,1
kalo,kominiarczykom,0
kalo,krystaloidalnym,0
kalp,alp,1
kalp,ab,1
kalp,komplemenciarza,0
kalp,kłady,0
kału,ciału,1
kału,działu,1
kału,kakaopodobnymi,0
kału,karykaturzystką,0
kały,bały,1
kały,brały,1
kały,kanalij,0
kały,klejąca,0
kama,brama,1
kama,chama,1
kama,kabul,0
kama,kwasy,0
kamą,bramą,1
kamą,damą,1
kamą,kłódkom,0
kamą,ksenobiotyczny,0
kamę,bramę,1
kamę,damę,1
kamę,kryształowości,0
kamę,kiermes,0
kami,ami,1
kami,bzami,1
kami,klombie,0
kami,kałowym,0
kamo,damo,1
kamo,mamo,1
kamo,kabaretował,0
kamo,krużycy,0
kamy,Amy,1
kamy,bramy,1
kamy,końską,0
kamy,krabony,0
kana,ana,1
kana,cwana,1
kana,kadeci,0
kana,kajała,0
kaną,daną,1
kaną,graną,1
kaną,koncesjonowana,0
kaną,kriogenizacjach,0
kand,kant,1
kand,and,1
kand,kontrapunktowe,0
kand,kalibrownice,0
kanę,ranę,1
kanę,stanę,1
kanę,kaduceuszem,0
kanę,konstancinianie,0
kani,ani,1
kani,bani,1
kani,kicnięć,0
kani,konfederowałeś,0
kann,mann,1
kann,dziewann,1
kann,kulujmy,0
kann,kajasz,0
kano,ano,1
kano,brano,1
kano,kwalitatywnego,0
kano,kimamy,0
kant,and,1
kant,band,1
kant,kultywowaliście,0
kant,kwęku,0
kanu,klanu,1
kanu,kranu,1
kanu,kajmakani,0
kanu,koniugowaliśmy,0
kanw,baw,1
kanw,braw,1
kanw,kubofuturystko,0
kanw,karburyzowaniom,0
kany,chciany,1
kany,cwany,1
kany,kotłowy,0
kany,korowni,0
kaon,aron,1
kaon,Bacon,1
kaon,koniunkturalnie,0
kaon,kolokwialnością,0
kapa,capa,1
kapa,czapa,1
kapa,kalinkowemu,0
kapa,kucharzujących,0
kapą,klapą,1
kapą,mapą,1
kapą,konstytuującym,0
kapą,kwota,0
kapę,czapę,1
kapę,gapę,1
kapę,kwartkwintowymi,0
kapę,komisariatowego,0
kapo,gapo,1
kapo,campo,1
kapo,korzysz,0
kapo,karter,0
kapp,ab,1
kapp,bab,1
kapp,kipmy,0
kapp,koboldy,0
kaps,sznaps,1
kaps,as,1
kaps,kalwinistką,0
kaps,klinowatościom,0
kapu,rapu,1
kapu,trapu,1
kapu,karlego,0
kapu,kłusowi,0
kapy,chrapy,1
kapy,czapy,1
kapy,krenowe,0
kapy,kaczorkiem,0
kara,cara,1
kara,chmara,1
kara,kultywowaniami,0
kara,karierotwórcze,0
karą,Klarą,1
karą,marą,1
karą,klarem,0
karą,kanalizatorzy,0
karb,karp,1
karb,garb,1
karb,konfekcjonerze,0
karb,kontaminacyjne,0
karc,marc,1
karc,ac,1
karc,koprodukującego,0
karc,kleksy,0
karć,barć,1
karć,otarć,1
karć,klikowi,0
karć,kuwadę,0
kard,kart,1
kard,bard,1
kard,koncesjonującą,0
kard,kapron,0
kare,mare,1
kare,share,1
kare,kairek,0
kare,kapoka,0
karę,czarę,1
karę,garę,1
karę,krywule,0
karę,kurko,0
kari,Hari,1
kari,lari,1
kari,kratownicowemu,0
kari,kosatek,0
kark,bark,1
kark,dark,1
kark,kapsie,0
kark,kłopotałybyśmy,0
karm,farm,1
karm,nakarm,1
karm,kłusuj,0
karm,krystalooptykom,0
karo,Klaro,1
karo,maro,1
karo,kpienia,0
karo,kommemoracyjne,0
karp,karb,1
karp,garb,1
karp,kułoby,0
karp,kaemiście,0
kart,bard,1
kart,czart,1
kart,kameralizuję,0
kart,kompresorowemu,0
karu,baru,1
karu,czaru,1
karu,kroiłaś,0
karu,kupczeń,0
kary,bary,1
kary,cary,1
kary,kuminów,0
kary,kadencyjne,0
karz,każ,1
karz,kpiarz,1
karz,konfabulacjach,0
karz,krupko,0
kasa,asa,1
kasa,basa,1
kasa,konstytuujecie,0
kasa,krasnosieleccy,0
kasą,klasą,1
kasą,masą,1
kasą,kameralizowano,0
kasą,kującym,0
kasb,zasp,1
kasb,ab,1
kasb,klejąc,0
kasb,kwiatogłówkami,0
kasę,klasę,1
kasę,masę,1
kasę,klarowniejszym,0
kasę,kochliwościach,0
kash,cash,1
kash,as,1
kash,kanzon,0
kash,kowalne,0
kask,blask,1
kask,brzask,1
kask,kalające,0
kask,komisurotomiach,0
kaso,kraso,1
kaso,lasso,1
kaso,klubką,0
kaso,kilkuwersowemu,0
kast,chwast,1
kast,ciast,1
kast,kiziało,0
kast,kozetkę,0
kasy,basy,1
kasy,czasy,1
kasy,kapitanowaniem,0
kasy,kilofa,0
kasz,dasz,1
kasz,dbasz,1
kasz,kuandu,0
kasz,karierowiczach,0
kata,bata,1
kata,brata,1
kata,kandyzowaniami,0
kata,koleżką,0
katą,chatą,1
katą,datą,1
katą,kabaretujmyż,0
katą,kooperowałyśmy,0
katę,chatę,1
katę,datę,1
katę,klekną,0
katę,kokonom,0
kato,lato,1
kato,NATO,1
kato,kantowy,0
kato,kabeltawach,0
katt,Matt,1
katt,bat,1
katt,kahinę,0
katt,karbunkułowymi,0
katu,blatu,1
katu,bratu,1
katu,kiział,0
katu,komprymującymi,0
katy,baty,1
katy,braty,1
katy,kitowań,0
katy,kurwo,0
kawa,brawa,1
kawa,krwawa,1
kawa,klarowniejszymi,0
kawa,kapnij,0
kawą,krwawą,1
kawą,lawą,1
kawą,komercjalizmem,0
kawą,kabirpanthami,0
kawć,bać,1
kawć,brać,1
kawć,kotuję,0
kawć,kurczak,0
kawę,nawę,1
kawę,sprawę,1
kawę,kolosy,0
kawę,koszaliniakiem,0
kawi,bawi,1
kawi,klawi,1
kawi,knoć,0
kawi,kapsami,0
kawo,brawo,1
kawo,klawo,1
kawo,kabłąki,0
kawo,kwiatek,0
kawy,klawy,1
kawy,krwawy,1
kawy,karmin,0
kawy,kwalifikatorów,0
kazb,zasp,1
kazb,ab,1
kazb,kontemplowanych,0
kazb,kierów,0
kazi,Azji,1
kazi,mazi,1
kazi,kłacząc,0
kazi,kalał,0
kaźń,bojaźń,1
kaźń,przyjaźń,1
kaźń,klerykałowskiej,0
kaźń,kataryniarstwo,0
każą,darzą,1
każą,mażą,1
każą,kryzysogennych,0
każą,kaszub,0
każe,barze,1
każe,carze,1
każe,kminach,0
każe,kalibratorów,0
każę,darzę,1
każę,karzę,1
każę,kalandrowało,0
każę,kościotwórczych,0
kąsa,strząsa,1
kąsa,wstrząsa,1
kąsa,kanalizowaliśmy,0
kąsa,kuplerowaniami,0
kąta,krząta,1
kąta,pląta,1
kąta,kalkulatorowym,0
kąta,kinotechnicznym,0
kąty,brązy,1
kąty,ciąży,1
kąty,koncelebransami,0
kąty,kakografio,0
kecz,becz,1
kecz,ciecz,1
kecz,kadarko,0
kecz,kardiochirurgów,0
kega,mega,1
kega,biega,1
kega,kefalometriami,0
kega,kaszubizowałyby,0
kegą,cegłą,1
kegą,strzegą,1
kegą,katmanduańskie,0
kegą,kapnęły,0
kegę,cegłę,1
kegę,strzegę,1
kegę,kompleksometrię,0
kegę,kranioskopowych,0
kegi,brzegi,1
kegi,ściegi,1
kegi,kolbuszowianka,0
kegi,kabzle,0
kego,cnego,1
kego,czego,1
kego,kameralistykach,0
kego,kuśmy,0
kegu,brzegu,1
kegu,biegu,1
kegu,korespondenckim,0
kegu,koncelebrowany,0
keja,deja,1
keja,heja,1
keja,kloak,0
keja,klarki,0
keją,chleją,1
keją,dzieją,1
keją,kującym,0
keją,korzec,0
keje,dzieje,1
keje,grzeje,1
keje,krótkoramiennym,0
keje,kimałby,0
keję,dzieję,1
keję,grzeję,1
keję,kryptorchizmom,0
keję,kajmakany,0
kejo,serio,1
kejo,tertio,1
kejo,kierleszowałam,0
kejo,kuleczkowanego,0
keki,czeki,1
keki,rzeki,1
keki,kamerowanego,0
keki,kontyngentowymi,0
keks,kleks,1
keks,seks,1
keks,kalcyfobem,0
keks,kufrowi,0
keku,beku,1
keku,breku,1
keku,krajże,0
keku,kępce,0
kele,bele,1
kele,cele,1
kele,kałuszynianinem,0
kele,klasyfikatorko,0
keli,celi,1
keli,chcieli,1
keli,kablujesz,0
keli,kopczyk,0
kelp,strzelb,1
kelp,cep,1
kelp,kawce,0
kelp,kinetostatyczne,0
kelt,bied,1
kelt,et,1
kelt,kendoki,0
kelt,kalema,0
kelu,celu,1
kelu,Felu,1
kelu,kiwałeś,0
kelu,komparatystyko,0
kemu,czemu,1
kemu,kremu,1
kemu,kumali,0
kemu,klipom,0
kemy,chcemy,1
kemy,kremy,1
kemy,krótkofalowiec,0
kemy,kalmusach,0
kent,cent,1
kent,end,1
kent,kalkowały,0
kent,kija,0
kepi,lepi,1
kepi,szczepi,1
kepi,kulturoznawcach,0
kepi,karcone,0
keru,Peru,1
keru,skweru,1
keru,konwersacyjnym,0
keru,kapitelowałyśmy,0
kery,cery,1
kery,cztery,1
kery,kaligrafistę,0
kery,kulbacz,0
keta,Greta,1
keta,kreta,1
keta,kiereszowałoby,0
keta,kwokali,0
ketą,resztą,1
ketą,stertą,1
ketą,kaflowych,0
ketą,kameralizowały,0
ketę,Gretę,1
ketę,metę,1
ketę,kaskadowałabym,0
ketę,kontrapunktowy,0
keto,eto,1
keto,neto,1
keto,komenderowałeś,0
keto,klasycystycznej,0
ketu,fletu,1
ketu,grzbietu,1
ketu,konspirowanych,0
ketu,konch,0
kety,bety,1
kety,fety,1
kety,knurek,0
kety,korespondowaniu,0
kędy,błędy,1
kędy,pędy,1
kędy,kablarzy,0
kędy,kępnian,0
kępa,sępa,1
kępa,tępa,1
kępa,ksenomorfizmach,0
kępa,kankach,0
kępą,tępą,1
kępą,będą,1
kępą,kolcowalibyście,0
kępą,kamiennościami,0
kępę,będę,1
kępę,gębę,1
kępę,kurwcie,0
kępę,konsekracyjnemu,0
kępo,tępo,1
kępo,cięto,1
kępo,kaloryzujże,0
kępo,koryguj,0
kępy,krępy,1
kępy,sępy,1
kępy,komorniczanina,0
kępy,karaluchowatemu,0
kęsa,mięsa,1
kęsa,dęba,1
kęsa,klejące,0
kęsa,kątowi,0
kęsy,rzęsy,1
kęsy,błędy,1
kęsy,kwaterowaliście,0
kęsy,końcu,0
khat,ad,1
khat,at,1
khat,kobzie,0
khat,krzeszowiankom,0
kiat,ad,1
kiat,at,1
kiat,kendo,0
kiat,kacapkach,0
kica,lica,1
kica,lwica,1
kica,kuryłoweckiego,0
kica,kluzje,0
kice,ICE,1
kice,lice,1
kice,kpimy,0
kice,ksenią,0
kich,ich,1
kich,mich,1
kich,kojarzeniowego,0
kich,konstruktorski,0
kici,wici,1
kici,zbici,1
kici,kawalerskościom,0
kici,kotuję,0
kicu,licu,1
kicu,szkicu,1
kicu,kwazikryształy,0
kicu,kosmku,0
kicz,bicz,1
kicz,dzicz,1
kicz,krnąbrniejecie,0
kicz,kilery,0
kida,bida,1
kida,dzida,1
kida,kilkoosobowymi,0
kida,kapturkowatego,0
kieł,dzieł,1
kieł,mgieł,1
kieł,krapkowiczanach,0
kieł,kaloszy,0
kiep,cep,1
kiep,chleb,1
kiep,kondycjonalizm,0
kiep,kalkulatorowymi,0
kier,Cher,1
kier,der,1
kier,korowca,0
kier,klubo,0
kies,bez,1
kies,bies,1
kies,kiełkowałyście,0
kies,kalkulowana,0
kija,bija,1
kija,mija,1
kija,każdy,0
kija,krużach,0
kije,bije,1
kije,pije,1
kije,kirch,0
kije,krystalizatory,0
kiju,bilu,1
kiju,bitu,1
kiju,kaucjonowaniami,0
kiju,kaolin,0
kiks,fiks,1
kiks,iks,1
kiks,komodo,0
kiks,karmelizacyjnym,0
kila,bila,1
kila,chwila,1
kila,kace,0
kila,kruszek,0
kile,bile,1
kile,chwile,1
kile,kampusem,0
kile,kontestacyjnej,0
kilo,bilo,1
kilo,chwilo,1
kilo,kontrpropagandą,0
kilo,koncelebrowało,0
kilt,bit,1
kilt,dzid,1
kilt,kompetencyjność,0
kilt,kucia,0
kilu,bilu,1
kilu,ilu,1
kilu,kantyka,0
kilu,kawko,0
kiła,biła,1
kiła,ćmiła,1
kiła,krętaki,0
kiła,kilerom,0
kiłą,miłą,1
kiłą,siłą,1
kiłą,kurort,0
kiłą,kardioidografy,0
kiłę,piłę,1
kiłę,siłę,1
kiłę,kontrprojektowi,0
kiłę,karmelizowanych,0
kiło,biło,1
kiło,lśniło,1
kiło,kwantytatywnymi,0
kiło,kaboby,0
kiły,biły,1
kiły,ćmiły,1
kiły,kałamarzykowi,0
kiły,kingi,0
kima,bima,1
kima,ima,1
kima,kadrówka,0
kima,kalinowskim,0
kimą,zimą,1
kimą,chwilą,1
kimą,kłusy,0
kimą,kredy,0
kimę,zimę,1
kimę,chwilę,1
kimę,kwasie,0
kimę,kantonizacyjni,0
kimo,limo,1
kimo,mimo,1
kimo,korami,0
kimo,kafelkujesz,0
kimś,jakimś,1
kimś,czyimś,1
kimś,kurtyna,0
kimś,kalcynowałyście,0
kimy,czcimy,1
kimy,śpimy,1
kimy,komunikacyjnym,0
kimy,kupuj,0
kina,china,1
kina,drwina,1
kina,kabotażowego,0
kina,konspiracyjnych,0
kiną,giną,1
kiną,liną,1
kiną,kiczem,0
kiną,kinezyterapiom,0
kinę,ginę,1
kinę,glinę,1
kinę,kajmakamowie,0
kinę,kontraktujecie,0
king,ding,1
king,drink,1
king,kresce,0
king,kuśtyki,0
kino,ino,1
kino,wino,1
kino,konfigurowaliby,0
kino,kiełki,0
kinu,gminu,1
kinu,Innu,1
kinu,kłócono,0
kinu,kalaharski,0
kiny,bliny,1
kiny,chiny,1
kiny,krnąbrnieniami,0
kiny,kąsa,0
kiom,bom,1
kiom,chrom,1
kiom,konsekrowaniach,0
kiom,kosić,0
kipa,lipa,1
kipa,bicia,1
kipa,kapilaroskopio,0
kipa,krabami,0
kipą,lipą,1
kipą,chwilą,1
kipą,klaczce,0
kipą,kalepinom,0
kipę,lipę,1
kipę,chwilę,1
kipę,kalorie,0
kipę,kapitalizujące,0
kipi,chwili,1
kipi,cisi,1
kipi,kolia,0
kipi,kartonowałyście,0
kipo,bito,1
kipo,chwilo,1
kipo,konfrontowałem,0
kipo,kurty,0
kipu,bilu,1
kipu,bitu,1
kipu,komunalizowaniu,0
kipu,koegzystowałbyś,0
kipy,lipy,1
kipy,bity,1
kipy,kolnych,0
kipy,konsolacyjnego,0
kirk,bzik,1
kirk,dzik,1
kirk,kaliany,0
kirk,kalwarianką,0
kiru,wiru,1
kiru,żwiru,1
kiru,kadrującego,0
kiru,ksylometryczną,0
kiry,liry,1
kiry,miry,1
kiry,kryptofaszystką,0
kiry,kapistowskiemu,0
kisi,cisi,1
kisi,lisi,1
kisi,kalongów,0
kisi,krzczonowskiej,0
kisł,cichł,1
kisł,kwitł,1
kisł,kąsały,0
kisł,kajakowiczko,0
kiss,miss,1
kiss,Reiss,1
kiss,kamieniodruki,0
kiss,kredu,0
kisz,cisz,1
kisz,drwisz,1
kisz,kurnosa,0
kisz,ksera,0
kiść,iść,1
kiść,liść,1
kiść,kallusowy,0
kiść,kafuańskie,0
kita,bita,1
kita,kwita,1
kita,kubofuturystów,0
kita,koprodukowałoby,0
kitą,wbitą,1
kitą,glistą,1
kitą,konszachtowaniu,0
kitą,kutrowy,0
kitę,świtę,1
kitę,flintę,1
kitę,karburyzatorową,0
kitę,kojoną,0
kito,bito,1
kito,pito,1
kito,ksylografujące,0
kito,kalpy,0
kitu,bitu,1
kitu,mitu,1
kitu,krystalizujcie,0
kitu,knotki,0
kity,bity,1
kity,city,1
kity,kompetencyjnym,0
kity,karbonizowałam,0
kiur,biur,1
kiur,bór,1
kiur,kamerowałyśmy,0
kiur,korcąca,0
kiwa,chciwa,1
kiwa,dziwa,1
kiwa,kluje,0
kiwa,kaczkarniami,0
kiwi,chciwi,1
kiwi,dziwi,1
kiwi,kalle,0
kiwi,knypki,0
kizi,wizji,1
kizi,chwili,1
kizi,krzeszowiankom,0
kizi,kęciany,0
klag,bag,1
klag,bak,1
klag,kombinatoryczną,0
klag,kaflowe,0
klak,bag,1
klak,bak,1
klak,karakol,0
klak,kocili,0
klan,an,1
klan,ban,1
klan,kalecianin,0
klan,karat,0
klap,ab,1
klap,bab,1
klap,kićkamy,0
klap,kreskowalibyśmy,0
klar,bar,1
klar,car,1
klar,korz,0
klar,karaita,0
klas,as,1
klas,bas,1
klas,kanion,0
klas,kakaowa,0
klat,ad,1
klat,at,1
klat,kapoca,0
klat,korzystałyście,0
kląć,brnąć,1
kląć,ciąć,1
kląć,konglomeratach,0
kląć,kląłbym,0
klął,brnął,1
klął,czknął,1
klął,klamrą,0
klął,kalmusem,0
kląż,mąż,1
kląż,tąż,1
kląż,kasarom,0
kląż,kryptogamiczny,0
kleć,brzmieć,1
kleć,chcieć,1
kleć,krótkoogniskowi,0
kleć,konwersatoriami,0
klei,brei,1
klei,dei,1
klei,konstytuowałbyś,0
klei,kraje,0
klej,chciej,1
klej,chlej,1
klej,kalianem,0
klej,ksenogamicznego,0
klem,bzem,1
klem,dnem,1
klem,kukałby,0
klem,kraczą,0
kleń,brzmień,1
kleń,ceń,1
kleń,kreśląc,0
kleń,kontrowersyjna,0
klep,cep,1
klep,chleb,1
klep,kontrowersyjną,0
klep,kontrapunktować,0
kler,Cher,1
kler,der,1
kler,kulturkampfami,0
kler,kietrzańskiemu,0
klęć,chęć,1
klęć,cięć,1
klęć,kaparu,0
klęć,kolonizowaliby,0
klęk,brzdęk,1
klęk,brzęk,1
klęk,kamerami,0
klęk,kompandowanych,0
klęp,sęp,1
klęp,strzęp,1
klęp,kondycjonujący,0
klęp,kalwaryjską,0
klif,pif,1
klif,szlif,1
